category,label,file,source,original,stored,bytes
pcb1,normal,pcb1/normal/0021.jpg,pcb1/Data/Images/Normal/0210.JPG,1404x1070,945x720,173271
pcb1,normal,pcb1/normal/0022.jpg,pcb1/Data/Images/Normal/0220.JPG,1404x1070,945x720,160615
pcb1,normal,pcb1/normal/0023.jpg,pcb1/Data/Images/Normal/0230.JPG,1404x1070,945x720,163162
pcb1,normal,pcb1/normal/0024.jpg,pcb1/Data/Images/Normal/0240.JPG,1404x1070,945x720,168249
pcb1,normal,pcb1/normal/0025.jpg,pcb1/Data/Images/Normal/0250.JPG,1404x1070,945x720,155273
pcb1,normal,pcb1/normal/0026.jpg,pcb1/Data/Images/Normal/0261.JPG,1404x1070,945x720,164134
pcb1,normal,pcb1/normal/0027.jpg,pcb1/Data/Images/Normal/0271.JPG,1404x1070,945x720,165702
pcb1,normal,pcb1/normal/0028.jpg,pcb1/Data/Images/Normal/0281.JPG,1404x1070,945x720,168348
pcb1,normal,pcb1/normal/0029.jpg,pcb1/Data/Images/Normal/0291.JPG,1404x1070,945x720,171884
pcb1,normal,pcb1/normal/0030.jpg,pcb1/Data/Images/Normal/0301.JPG,1404x1070,945x720,156738
pcb1,normal,pcb1/normal/0031.jpg,pcb1/Data/Images/Normal/0311.JPG,1404x1070,945x720,169177
pcb1,normal,pcb1/normal/0032.jpg,pcb1/Data/Images/Normal/0321.JPG,1404x1070,945x720,164770
pcb1,normal,pcb1/normal/0033.jpg,pcb1/Data/Images/Normal/0331.JPG,1404x1070,945x720,162972
pcb1,normal,pcb1/normal/0034.jpg,pcb1/Data/Images/Normal/0341.JPG,1404x1070,945x720,162789
pcb1,normal,pcb1/normal/0035.jpg,pcb1/Data/Images/Normal/0351.JPG,1404x1070,945x720,171826
pcb1,normal,pcb1/normal/0036.jpg,pcb1/Data/Images/Normal/0361.JPG,1404x1070,945x720,169620
pcb1,normal,pcb1/normal/0037.jpg,pcb1/Data/Images/Normal/0371.JPG,1404x1070,945x720,155595
pcb1,normal,pcb1/normal/0038.jpg,pcb1/Data/Images/Normal/0381.JPG,1404x1070,945x720,165395
pcb1,normal,pcb1/normal/0039.jpg,pcb1/Data/Images/Normal/0391.JPG,1404x1070,945x720,158541
pcb1,normal,pcb1/normal/0040.jpg,pcb1/Data/Images/Normal/0401.JPG,1404x1070,945x720,168214
pcb1,normal,pcb1/normal/0041.jpg,pcb1/Data/Images/Normal/0411.JPG,1404x1070,945x720,162741
pcb1,normal,pcb1/normal/0042.jpg,pcb1/Data/Images/Normal/0421.JPG,1404x1070,945x720,164985
pcb1,normal,pcb1/normal/0043.jpg,pcb1/Data/Images/Normal/0431.JPG,1404x1070,945x720,170658
pcb1,normal,pcb1/normal/0044.jpg,pcb1/Data/Images/Normal/0441.JPG,1404x1070,945x720,156529
pcb1,normal,pcb1/normal/0045.jpg,pcb1/Data/Images/Normal/0451.JPG,1404x1070,945x720,169302
pcb1,normal,pcb1/normal/0046.jpg,pcb1/Data/Images/Normal/0461.JPG,1404x1070,945x720,160885
pcb1,normal,pcb1/normal/0047.jpg,pcb1/Data/Images/Normal/0471.JPG,1404x1070,945x720,163685
pcb1,normal,pcb1/normal/0048.jpg,pcb1/Data/Images/Normal/0481.JPG,1404x1070,945x720,166347
pcb1,normal,pcb1/normal/0049.jpg,pcb1/Data/Images/Normal/0491.JPG,1404x1070,945x720,156435
pcb1,normal,pcb1/normal/0050.jpg,pcb1/Data/Images/Normal/0501.JPG,1404x1070,945x720,167563
pcb1,normal,pcb1/normal/0051.jpg,pcb1/Data/Images/Normal/0512.JPG,1404x1070,945x720,159704
pcb1,normal,pcb1/normal/0052.jpg,pcb1/Data/Images/Normal/0522.JPG,1404x1070,945x720,173308
pcb1,normal,pcb1/normal/0053.jpg,pcb1/Data/Images/Normal/0532.JPG,1404x1070,945x720,169724
pcb1,normal,pcb1/normal/0054.jpg,pcb1/Data/Images/Normal/0542.JPG,1404x1070,945x720,157283
pcb1,normal,pcb1/normal/0055.jpg,pcb1/Data/Images/Normal/0552.JPG,1404x1070,945x720,160090
pcb1,normal,pcb1/normal/0056.jpg,pcb1/Data/Images/Normal/0562.JPG,1404x1070,945x720,162073
pcb1,normal,pcb1/normal/0057.jpg,pcb1/Data/Images/Normal/0572.JPG,1404x1070,945x720,171618
pcb1,normal,pcb1/normal/0058.jpg,pcb1/Data/Images/Normal/0582.JPG,1404x1070,945x720,165916
pcb1,normal,pcb1/normal/0059.jpg,pcb1/Data/Images/Normal/0592.JPG,1404x1070,945x720,165310
pcb1,normal,pcb1/normal/0060.jpg,pcb1/Data/Images/Normal/0602.JPG,1404x1070,945x720,157687
pcb1,normal,pcb1/normal/0061.jpg,pcb1/Data/Images/Normal/0612.JPG,1404x1070,945x720,170844
pcb1,normal,pcb1/normal/0062.jpg,pcb1/Data/Images/Normal/0622.JPG,1404x1070,945x720,179397
pcb1,normal,pcb1/normal/0063.jpg,pcb1/Data/Images/Normal/0632.JPG,1404x1070,945x720,173244
pcb1,normal,pcb1/normal/0064.jpg,pcb1/Data/Images/Normal/0642.JPG,1404x1070,945x720,173168
pcb1,normal,pcb1/normal/0065.jpg,pcb1/Data/Images/Normal/0652.JPG,1404x1070,945x720,170628
pcb1,normal,pcb1/normal/0066.jpg,pcb1/Data/Images/Normal/0662.JPG,1404x1070,945x720,175687
pcb1,normal,pcb1/normal/0067.jpg,pcb1/Data/Images/Normal/0672.JPG,1404x1070,945x720,172716
pcb1,normal,pcb1/normal/0068.jpg,pcb1/Data/Images/Normal/0682.JPG,1404x1070,945x720,166854
pcb1,normal,pcb1/normal/0069.jpg,pcb1/Data/Images/Normal/0692.JPG,1404x1070,945x720,172031
pcb1,normal,pcb1/normal/0070.jpg,pcb1/Data/Images/Normal/0702.JPG,1404x1070,945x720,170175
pcb1,normal,pcb1/normal/0071.jpg,pcb1/Data/Images/Normal/0712.JPG,1404x1070,945x720,168436
pcb1,normal,pcb1/normal/0072.jpg,pcb1/Data/Images/Normal/0722.JPG,1404x1070,945x720,172565
pcb1,normal,pcb1/normal/0073.jpg,pcb1/Data/Images/Normal/0732.JPG,1404x1070,945x720,178088
pcb1,normal,pcb1/normal/0074.jpg,pcb1/Data/Images/Normal/0742.JPG,1404x1070,945x720,169578
pcb1,normal,pcb1/normal/0075.jpg,pcb1/Data/Images/Normal/0752.JPG,1404x1070,945x720,172526
pcb1,normal,pcb1/normal/0076.jpg,pcb1/Data/Images/Normal/0763.JPG,1404x1070,945x720,171197
pcb1,normal,pcb1/normal/0077.jpg,pcb1/Data/Images/Normal/0773.JPG,1404x1070,945x720,165773
pcb1,normal,pcb1/normal/0078.jpg,pcb1/Data/Images/Normal/0783.JPG,1404x1070,945x720,167871
pcb1,normal,pcb1/normal/0079.jpg,pcb1/Data/Images/Normal/0793.JPG,1404x1070,945x720,162722
pcb1,normal,pcb1/normal/0080.jpg,pcb1/Data/Images/Normal/0803.JPG,1404x1070,945x720,166995
pcb1,normal,pcb1/normal/0081.jpg,pcb1/Data/Images/Normal/0813.JPG,1404x1070,945x720,166138
pcb1,normal,pcb1/normal/0082.jpg,pcb1/Data/Images/Normal/0823.JPG,1404x1070,945x720,164120
pcb1,normal,pcb1/normal/0083.jpg,pcb1/Data/Images/Normal/0833.JPG,1404x1070,945x720,171267
pcb1,normal,pcb1/normal/0084.jpg,pcb1/Data/Images/Normal/0843.JPG,1404x1070,945x720,158451
pcb1,normal,pcb1/normal/0085.jpg,pcb1/Data/Images/Normal/0853.JPG,1404x1070,945x720,159280
pcb1,normal,pcb1/normal/0086.jpg,pcb1/Data/Images/Normal/0863.JPG,1404x1070,945x720,166071
pcb1,normal,pcb1/normal/0087.jpg,pcb1/Data/Images/Normal/0873.JPG,1404x1070,945x720,164043
pcb1,normal,pcb1/normal/0088.jpg,pcb1/Data/Images/Normal/0883.JPG,1404x1070,945x720,156661
pcb1,normal,pcb1/normal/0089.jpg,pcb1/Data/Images/Normal/0893.JPG,1404x1070,945x720,169520
pcb1,normal,pcb1/normal/0090.jpg,pcb1/Data/Images/Normal/0903.JPG,1404x1070,945x720,165641
pcb1,normal,pcb1/normal/0091.jpg,pcb1/Data/Images/Normal/0913.JPG,1404x1070,945x720,173758
pcb1,normal,pcb1/normal/0092.jpg,pcb1/Data/Images/Normal/0923.JPG,1404x1070,945x720,165157
pcb1,normal,pcb1/normal/0093.jpg,pcb1/Data/Images/Normal/0933.JPG,1404x1070,945x720,164594
pcb1,normal,pcb1/normal/0094.jpg,pcb1/Data/Images/Normal/0943.JPG,1404x1070,945x720,177261
pcb1,normal,pcb1/normal/0095.jpg,pcb1/Data/Images/Normal/0953.JPG,1404x1070,945x720,161893
pcb1,normal,pcb1/normal/0096.jpg,pcb1/Data/Images/Normal/0963.JPG,1404x1070,945x720,179494
pcb1,normal,pcb1/normal/0097.jpg,pcb1/Data/Images/Normal/0973.JPG,1404x1070,945x720,172681
pcb1,normal,pcb1/normal/0098.jpg,pcb1/Data/Images/Normal/0983.JPG,1404x1070,945x720,154397
pcb1,normal,pcb1/normal/0099.jpg,pcb1/Data/Images/Normal/0993.JPG,1404x1070,945x720,174118
pcb1,anomaly,pcb1/anomaly/0000.jpg,pcb1/Data/Images/Anomaly/000.JPG,1404x1070,945x720,156935
pcb1,anomaly,pcb1/anomaly/0001.jpg,pcb1/Data/Images/Anomaly/010.JPG,1404x1070,945x720,165993
pcb1,anomaly,pcb1/anomaly/0002.jpg,pcb1/Data/Images/Anomaly/020.JPG,1404x1070,945x720,164087
pcb1,anomaly,pcb1/anomaly/0003.jpg,pcb1/Data/Images/Anomaly/030.JPG,1404x1070,945x720,170034
pcb1,anomaly,pcb1/anomaly/0004.jpg,pcb1/Data/Images/Anomaly/040.JPG,1404x1070,945x720,162787
pcb1,anomaly,pcb1/anomaly/0005.jpg,pcb1/Data/Images/Anomaly/050.JPG,1404x1070,945x720,142196
pcb1,anomaly,pcb1/anomaly/0006.jpg,pcb1/Data/Images/Anomaly/060.JPG,1404x1070,945x720,159351
pcb1,anomaly,pcb1/anomaly/0007.jpg,pcb1/Data/Images/Anomaly/070.JPG,1404x1070,945x720,149463
pcb1,anomaly,pcb1/anomaly/0008.jpg,pcb1/Data/Images/Anomaly/080.JPG,1404x1070,945x720,165920
pcb1,anomaly,pcb1/anomaly/0009.jpg,pcb1/Data/Images/Anomaly/090.JPG,1404x1070,945x720,162197
capsules,normal,capsules/normal/0000.jpg,capsules/Data/Images/Normal/000.JPG,1500x1000,1080x720,165265
capsules,normal,capsules/normal/0001.jpg,capsules/Data/Images/Normal/006.JPG,1500x1000,1080x720,170970
capsules,normal,capsules/normal/0002.jpg,capsules/Data/Images/Normal/012.JPG,1500x1000,1080x720,160392
capsules,normal,capsules/normal/0003.jpg,capsules/Data/Images/Normal/018.JPG,1500x1000,1080x720,161755
capsules,normal,capsules/normal/0004.jpg,capsules/Data/Images/Normal/024.JPG,1500x1000,1080x720,160256
capsules,normal,capsules/normal/0005.jpg,capsules/Data/Images/Normal/030.JPG,1500x1000,1080x720,174288
capsules,normal,capsules/normal/0006.jpg,capsules/Data/Images/Normal/036.JPG,1500x1000,1080x720,167686
capsules,normal,capsules/normal/0007.jpg,capsules/Data/Images/Normal/042.JPG,1500x1000,1080x720,175395
capsules,normal,capsules/normal/0008.jpg,capsules/Data/Images/Normal/048.JPG,1500x1000,1080x720,160649
capsules,normal,capsules/normal/0009.jpg,capsules/Data/Images/Normal/054.JPG,1500x1000,1080x720,177203
capsules,normal,capsules/normal/0010.jpg,capsules/Data/Images/Normal/060.JPG,1500x1000,1080x720,174421
capsules,normal,capsules/normal/0011.jpg,capsules/Data/Images/Normal/066.JPG,1500x1000,1080x720,159120
capsules,normal,capsules/normal/0012.jpg,capsules/Data/Images/Normal/072.JPG,1500x1000,1080x720,162626
capsules,normal,capsules/normal/0013.jpg,capsules/Data/Images/Normal/078.JPG,1500x1000,1080x720,153126
capsules,normal,capsules/normal/0014.jpg,capsules/Data/Images/Normal/084.JPG,1500x1000,1080x720,177178
capsules,normal,capsules/normal/0015.jpg,capsules/Data/Images/Normal/090.JPG,1500x1000,1080x720,176395
capsules,normal,capsules/normal/0016.jpg,capsules/Data/Images/Normal/096.JPG,1500x1000,1080x720,167176
capsules,normal,capsules/normal/0017.jpg,capsules/Data/Images/Normal/102.JPG,1500x1000,1080x720,162824
capsules,normal,capsules/normal/0018.jpg,capsules/Data/Images/Normal/108.JPG,1500x1000,1080x720,166094
capsules,normal,capsules/normal/0019.jpg,capsules/Data/Images/Normal/114.JPG,1500x1000,1080x720,178061
capsules,normal,capsules/normal/0020.jpg,capsules/Data/Images/Normal/120.JPG,1500x1000,1080x720,168951
capsules,normal,capsules/normal/0021.jpg,capsules/Data/Images/Normal/126.JPG,1500x1000,1080x720,153962
capsules,normal,capsules/normal/0022.jpg,capsules/Data/Images/Normal/132.JPG,1500x1000,1080x720,168217
capsules,normal,capsules/normal/0023.jpg,capsules/Data/Images/Normal/138.JPG,1500x1000,1080x720,165755
capsules,normal,capsules/normal/0024.jpg,capsules/Data/Images/Normal/144.JPG,1500x1000,1080x720,173293
capsules,normal,capsules/normal/0025.jpg,capsules/Data/Images/Normal/150.JPG,1500x1000,1080x720,164996
capsules,normal,capsules/normal/0026.jpg,capsules/Data/Images/Normal/156.JPG,1500x1000,1080x720,167244
capsules,normal,capsules/normal/0027.jpg,capsules/Data/Images/Normal/162.JPG,1500x1000,1080x720,166269
capsules,normal,capsules/normal/0028.jpg,capsules/Data/Images/Normal/168.JPG,1500x1000,1080x720,164115
capsules,normal,capsules/normal/0029.jpg,capsules/Data/Images/Normal/174.JPG,1500x1000,1080x720,167679
capsules,normal,capsules/normal/0030.jpg,capsules/Data/Images/Normal/180.JPG,1500x1000,1080x720,161029
capsules,normal,capsules/normal/0031.jpg,capsules/Data/Images/Normal/186.JPG,1500x1000,1080x720,162996
capsules,normal,capsules/normal/0032.jpg,capsules/Data/Images/Normal/192.JPG,1500x1000,1080x720,173268
capsules,normal,capsules/normal/0033.jpg,capsules/Data/Images/Normal/198.JPG,1500x1000,1080x720,167555
capsules,normal,capsules/normal/0034.jpg,capsules/Data/Images/Normal/204.JPG,1500x1000,1080x720,166611
capsules,normal,capsules/normal/0035.jpg,capsules/Data/Images/Normal/210.JPG,1500x1000,1080x720,158833
capsules,normal,capsules/normal/0036.jpg,capsules/Data/Images/Normal/216.JPG,1500x1000,1080x720,163933
capsules,normal,capsules/normal/0037.jpg,capsules/Data/Images/Normal/222.JPG,1500x1000,1080x720,158841
capsules,normal,capsules/normal/0038.jpg,capsules/Data/Images/Normal/228.JPG,1500x1000,1080x720,157700
capsules,normal,capsules/normal/0039.jpg,capsules/Data/Images/Normal/234.JPG,1500x1000,1080x720,155495
capsules,normal,capsules/normal/0040.jpg,capsules/Data/Images/Normal/240.JPG,1500x1000,1080x720,158977
capsules,normal,capsules/normal/0041.jpg,capsules/Data/Images/Normal/246.JPG,1500x1000,1080x720,168645
capsules,normal,capsules/normal/0042.jpg,capsules/Data/Images/Normal/252.JPG,1500x1000,1080x720,165137
capsules,normal,capsules/normal/0043.jpg,capsules/Data/Images/Normal/258.JPG,1500x1000,1080x720,166827
capsules,normal,capsules/normal/0044.jpg,capsules/Data/Images/Normal/264.JPG,1500x1000,1080x720,166059
capsules,normal,capsules/normal/0045.jpg,capsules/Data/Images/Normal/270.JPG,1500x1000,1080x720,162458
capsules,normal,capsules/normal/0046.jpg,capsules/Data/Images/Normal/276.JPG,1500x1000,1080x720,163834
capsules,normal,capsules/normal/0047.jpg,capsules/Data/Images/Normal/282.JPG,1500x1000,1080x720,168249
capsules,normal,capsules/normal/0048.jpg,capsules/Data/Images/Normal/288.JPG,1500x1000,1080x720,158670
capsules,normal,capsules/normal/0049.jpg,capsules/Data/Images/Normal/294.JPG,1500x1000,1080x720,158082
capsules,normal,capsules/normal/0050.jpg,capsules/Data/Images/Normal/301.JPG,1500x1000,1080x720,153683
capsules,normal,capsules/normal/0051.jpg,capsules/Data/Images/Normal/307.JPG,1500x1000,1080x720,159695
capsules,normal,capsules/normal/0052.jpg,capsules/Data/Images/Normal/313.JPG,1500x1000,1080x720,148542
capsules,normal,capsules/normal/0053.jpg,capsules/Data/Images/Normal/319.JPG,1500x1000,1080x720,165185
capsules,normal,capsules/normal/0054.jpg,capsules/Data/Images/Normal/325.JPG,1500x1000,1080x720,168858
capsules,normal,capsules/normal/0055.jpg,capsules/Data/Images/Normal/331.JPG,1500x1000,1080x720,169238
capsules,normal,capsules/normal/0056.jpg,capsules/Data/Images/Normal/337.JPG,1500x1000,1080x720,153159
capsules,normal,capsules/normal/0057.jpg,capsules/Data/Images/Normal/343.JPG,1500x1000,1080x720,166940
capsules,normal,capsules/normal/0058.jpg,capsules/Data/Images/Normal/349.JPG,1500x1000,1080x720,170944
capsules,normal,capsules/normal/0059.jpg,capsules/Data/Images/Normal/355.JPG,1500x1000,1080x720,164272
capsules,normal,capsules/normal/0060.jpg,capsules/Data/Images/Normal/361.JPG,1500x1000,1080x720,158662
capsules,normal,capsules/normal/0061.jpg,capsules/Data/Images/Normal/367.JPG,1500x1000,1080x720,173152
capsules,normal,capsules/normal/0062.jpg,capsules/Data/Images/Normal/373.JPG,1500x1000,1080x720,171652
capsules,normal,capsules/normal/0063.jpg,capsules/Data/Images/Normal/379.JPG,1500x1000,1080x720,152043
capsules,normal,capsules/normal/0064.jpg,capsules/Data/Images/Normal/385.JPG,1500x1000,1080x720,169684
capsules,normal,capsules/normal/0065.jpg,capsules/Data/Images/Normal/391.JPG,1500x1000,1080x720,162837
capsules,normal,capsules/normal/0066.jpg,capsules/Data/Images/Normal/397.JPG,1500x1000,1080x720,173299
capsules,normal,capsules/normal/0067.jpg,capsules/Data/Images/Normal/403.JPG,1500x1000,1080x720,164452
capsules,normal,capsules/normal/0068.jpg,capsules/Data/Images/Normal/409.JPG,1500x1000,1080x720,166542
capsules,normal,capsules/normal/0069.jpg,capsules/Data/Images/Normal/415.JPG,1500x1000,1080x720,162588
capsules,normal,capsules/normal/0070.jpg,capsules/Data/Images/Normal/421.JPG,1500x1000,1080x720,171482
capsules,normal,capsules/normal/0071.jpg,capsules/Data/Images/Normal/427.JPG,1500x1000,1080x720,163271
capsules,normal,capsules/normal/0072.jpg,capsules/Data/Images/Normal/433.JPG,1500x1000,1080x720,158206
capsules,normal,capsules/normal/0073.jpg,capsules/Data/Images/Normal/439.JPG,1500x1000,1080x720,160012
capsules,normal,capsules/normal/0074.jpg,capsules/Data/Images/Normal/445.JPG,1500x1000,1080x720,166052
capsules,normal,capsules/normal/0075.jpg,capsules/Data/Images/Normal/451.JPG,1500x1000,1080x720,164223
capsules,normal,capsules/normal/0076.jpg,capsules/Data/Images/Normal/457.JPG,1500x1000,1080x720,161841
capsules,normal,capsules/normal/0077.jpg,capsules/Data/Images/Normal/463.JPG,1500x1000,1080x720,160406
capsules,normal,capsules/normal/0078.jpg,capsules/Data/Images/Normal/469.JPG,1500x1000,1080x720,173098
capsules,normal,capsules/normal/0079.jpg,capsules/Data/Images/Normal/475.JPG,1500x1000,1080x720,165299
capsules,normal,capsules/normal/0080.jpg,capsules/Data/Images/Normal/481.JPG,1500x1000,1080x720,171604
capsules,normal,capsules/normal/0081.jpg,capsules/Data/Images/Normal/487.JPG,1500x1000,1080x720,160757
capsules,normal,capsules/normal/0082.jpg,capsules/Data/Images/Normal/493.JPG,1500x1000,1080x720,171450
capsules,normal,capsules/normal/0083.jpg,capsules/Data/Images/Normal/499.JPG,1500x1000,1080x720,159217
capsules,normal,capsules/normal/0084.jpg,capsules/Data/Images/Normal/505.JPG,1500x1000,1080x720,163545
capsules,normal,capsules/normal/0085.jpg,capsules/Data/Images/Normal/511.JPG,1500x1000,1080x720,168188
capsules,normal,capsules/normal/0086.jpg,capsules/Data/Images/Normal/517.JPG,1500x1000,1080x720,162505
capsules,normal,capsules/normal/0087.jpg,capsules/Data/Images/Normal/523.JPG,1500x1000,1080x720,164924
capsules,normal,capsules/normal/0088.jpg,capsules/Data/Images/Normal/529.JPG,1500x1000,1080x720,165356
capsules,normal,capsules/normal/0089.jpg,capsules/Data/Images/Normal/535.JPG,1500x1000,1080x720,166104
capsules,normal,capsules/normal/0090.jpg,capsules/Data/Images/Normal/541.JPG,1500x1000,1080x720,170598
capsules,normal,capsules/normal/0091.jpg,capsules/Data/Images/Normal/547.JPG,1500x1000,1080x720,162532
capsules,normal,capsules/normal/0092.jpg,capsules/Data/Images/Normal/553.JPG,1500x1000,1080x720,163300
capsules,normal,capsules/normal/0093.jpg,capsules/Data/Images/Normal/559.JPG,1500x1000,1080x720,159683
capsules,normal,capsules/normal/0094.jpg,capsules/Data/Images/Normal/565.JPG,1500x1000,1080x720,162933
capsules,normal,capsules/normal/0095.jpg,capsules/Data/Images/Normal/571.JPG,1500x1000,1080x720,163411
capsules,normal,capsules/normal/0096.jpg,capsules/Data/Images/Normal/577.JPG,1500x1000,1080x720,157058
capsules,normal,capsules/normal/0097.jpg,capsules/Data/Images/Normal/583.JPG,1500x1000,1080x720,168194
capsules,normal,capsules/normal/0098.jpg,capsules/Data/Images/Normal/589.JPG,1500x1000,1080x720,162880
capsules,normal,capsules/normal/0099.jpg,capsules/Data/Images/Normal/595.JPG,1500x1000,1080x720,165014
capsules,anomaly,capsules/anomaly/0000.jpg,capsules/Data/Images/Anomaly/000.JPG,1500x1000,1080x720,162497
capsules,anomaly,capsules/anomaly/0001.jpg,capsules/Data/Images/Anomaly/010.JPG,1500x1000,1080x720,172177
capsules,anomaly,capsules/anomaly/0002.jpg,capsules/Data/Images/Anomaly/020.JPG,1500x1000,1080x720,169384
capsules,anomaly,capsules/anomaly/0003.jpg,capsules/Data/Images/Anomaly/030.JPG,1500x1000,1080x720,168133
capsules,anomaly,capsules/anomaly/0004.jpg,capsules/Data/Images/Anomaly/040.JPG,1500x1000,1080x720,164042
capsules,anomaly,capsules/anomaly/0005.jpg,capsules/Data/Images/Anomaly/050.JPG,1500x1000,1080x720,129563
capsules,anomaly,capsules/anomaly/0006.jpg,capsules/Data/Images/Anomaly/060.JPG,1500x1000,1080x720,179850
capsules,anomaly,capsules/anomaly/0007.jpg,capsules/Data/Images/Anomaly/070.JPG,1500x1000,1080x720,177404
capsules,anomaly,capsules/anomaly/0008.jpg,capsules/Data/Images/Anomaly/080.JPG,1500x1000,1080x720,174360
capsules,anomaly,capsules/anomaly/0009.jpg,capsules/Data/Images/Anomaly/090.JPG,1500x1000,1080x720,163700
